,icsa_code,URL,YEAR,CVES,CVES_URL,ATTENTION,VENDOR,EQUIPMENT,VULNERABILITIES,CRITICAL INFRAESTRUCTURE SECTOR,COUNTRIES\/AREAS DEPLOYED,COMPANY HEADQUARTERS LOCATION,CWES
1040,ICSA-17-243-04,https://us-cert.cisa.gov//ics/advisories/ICSA-17-243-04,17,"['CVE-2017-12733', 'CVE-2017-12731']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12733', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12731']",Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1041,ICSA-17-243-05,https://us-cert.cisa.gov//ics/advisories/ICSA-17-243-05,17,['CVE-2017-12729'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12729'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1042,ICSA-17-150-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-150-01,17,['CVE-2016-5795'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-5795'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1043,ICSMA-17-241-01,https://us-cert.cisa.gov//ics/advisories/ICSMA-17-241-01,17,"['CVE-2017-12714e', 'CVE-2017-12712b', 'CVE-2017-12716h']",[],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,Not Found," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1044,ICSA-17-241-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-241-01,17,"['CVE-2017-5147', 'CVE-2017-12699']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12699', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5147']",Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,Not Found," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1045,ICSA-17-241-02,https://us-cert.cisa.gov//ics/advisories/ICSA-17-241-02,17,"['CVE-2017-12704', 'CVE-2017-12710', 'CVE-2017-12698', 'CVE-2017-12708', 'CVE-2017-12706', 'CVE-2017-12717', 'CVE-2017-12713', 'CVE-2017-12711', 'CVE-2017-12702']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12710', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12708', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12706', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12704', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12702', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12698', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12713', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12711', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12717']",Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1046,ICSA-17-236-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-236-01,17,"['CVE-2017-12709', 'CVE-2017-12703', 'CVE-2016-5816']","['https://nvd.nist.gov/vuln/detail/CVE-2017-12703', 'https://nvd.nist.gov/vuln/detail/CVE-2017-12709', 'https://nvd.nist.gov/vuln/detail/CVE-2016-5816']",Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also, recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1047,ICSA-17-208-04,https://us-cert.cisa.gov//ics/advisories/ICSA-17-208-04,17,"['CVE-2017-6738', 'CVE-2017-6736,', 'CVE-2017-6740', 'CVE-2017-6742', 'CVE-2017-6738,', 'CVE-2017-6740,', 'CVE-2017-6737', 'CVE-2017-6741', 'CVE-2017-6737,', 'CVE-2017-6741,', 'CVE-2017-6739', 'CVE-2017-6743', 'CVE-2017-6744', 'CVE-2017-6742,', 'CVE-2017-6739,', 'CVE-2017-6736']","['https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-6736', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-6737', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-6738', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-6739', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-6740', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-6741', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-6742', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-6743', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-6744']",Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1048,ICSA-17-234-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-234-01,17,"['CVE-2017-9644', 'CVE-2017-9640', 'CVE-2017-9650']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-9644', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-9640', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-9650']",Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1049,ICSA-17-234-02,https://us-cert.cisa.gov//ics/advisories/ICSA-17-234-02,17,['CVE-2017-12707'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12707'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1050,ICSA-17-234-03,https://us-cert.cisa.gov//ics/advisories/ICSA-17-234-03,17,['CVE-2017-12694'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12694'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1051,ICSMA-17-229-01,https://us-cert.cisa.gov//ics/advisories/ICSMA-17-229-01,17,"['CVE-2017-9654e', 'CVE-2017-9656b']",[],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,Not Found," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1052,ICSA-17-227-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-227-01,17,['CVE-2017-12705'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12705'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,Not Found," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1053,ICSMA-17-227-01,https://us-cert.cisa.gov//ics/advisories/ICSMA-17-227-01,17,['CVE-2017-12701b'],[],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,Not Found," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1054,ICSA-17-222-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-222-01,17,['CVE-2017-9661'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-9661'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1055,ICSA-17-222-02,https://us-cert.cisa.gov//ics/advisories/ICSA-17-222-02,17,['CVE-2017-9646'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-9646'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1056,ICSA-17-222-03,https://us-cert.cisa.gov//ics/advisories/ICSA-17-222-03,17,['CVE-2017-9648'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-9648'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1057,ICSA-17-222-04,https://us-cert.cisa.gov//ics/advisories/ICSA-17-222-04,17,"['CVE-2017-9660', 'CVE-2017-9659', 'CVE-2017-9662']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-9659', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-9660', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-9662']",Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1058,ICSA-17-222-05,https://us-cert.cisa.gov//ics/advisories/ICSA-17-222-05,17,['CVE-2017-9664'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-9664'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1059,ICSA-17-220-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-220-01,17,"['CVE-2017-9653', 'CVE-2017-9655']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-9655', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-9653']",Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1060,ICSA-17-220-02,https://us-cert.cisa.gov//ics/advisories/ICSA-17-220-02,17,['CVE-2017-5170'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5170'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1061,ICSA-17-215-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-215-01,17,['CVE-2017-9961'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-9961'],Exploitable remotely/public exploits are available,Rockwell Automation,Stratix 5100 Wireless Access Point/Workgroup Bridge,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
1062,ICSMA-17-215-01,https://us-cert.cisa.gov//ics/advisories/ICSMA-17-215-01,17,"['CVE-2008-4250b', 'CVE-2017-7269e']",[],Exploitable remotely/public exploits are available,Rockwell Automation,Reconnect the product only after the provided patch or remediation is installed on the system. Siemens is able to patch systems capable of Remote Update Handling (RUH) much faster by remote software distribution compared to onsite visits. Therefore users of RUH-capable equipment are recommended to clarify the situation concerning patch availability and remaining risk in the local customer network with the Siemens Customer Care Center first and then to reconnect the systems in order to receive patches as quickly as possible via RUH. This ensures smooth and fast receipt of updates and therefore supports reestablishment of system operations.,Not Found," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,United States,[]
